transaction_id,customer_id,amount,type,timestamp,destination_country,notes
TXN-00065844,CUST-008314,16191.93,TRANSFER,2025-09-04T05:01:03.915019,PK,Normal transaction
TXN-00079598,CUST-004483,20695.17,TRANSFER,2025-09-04T05:18:03.915019,PK,Normal transaction
TXN-00045302,CUST-005725,30968.62,TRANSFER,2025-09-04T05:21:03.915019,PK,Normal transaction
TXN-00078989,CUST-004582,32285.07,TRANSFER,2025-09-04T05:24:03.915019,PK,Normal transaction
TXN-00063589,CUST-002208,6714.27,WITHDRAWAL,2025-09-04T05:25:03.915019,PK,Normal transaction
TXN-00085813,CUST-008115,46138.08,WITHDRAWAL,2025-09-04T05:28:03.915019,PK,Normal transaction
TXN-00017602,CUST-000307,6746.45,TRANSFER,2025-09-04T05:29:03.915019,PK,Normal transaction
TXN-00063448,CUST-001194,12182.15,TRANSFER,2025-09-04T05:32:03.915019,PK,Normal transaction
TXN-00023910,CUST-008126,32108.61,TRANSFER,2025-09-04T05:39:03.915019,PK,Normal transaction
TXN-00062726,CUST-008220,46249.36,WITHDRAWAL,2025-09-04T05:53:03.915019,PK,Normal transaction
TXN-00057833,CUST-001137,42843.93,WITHDRAWAL,2025-09-04T05:57:03.915019,PK,Normal transaction
TXN-00045175,CUST-002416,14855.93,TRANSFER,2025-09-04T05:58:03.915019,PK,Normal transaction
TXN-00002427,CUST-001509,39327.2,DEPOSIT,2025-09-04T06:06:03.915019,PK,Normal transaction
TXN-00090350,CUST-001962,915444.06,CASH_DEPOSIT,2025-09-04T06:14:03.915019,PK,Structuring risk
TXN-00006505,CUST-006781,21638.82,TRANSFER,2025-09-04T06:15:03.915019,PK,Normal transaction
TXN-00081209,CUST-002099,16236.27,TRANSFER,2025-09-04T06:21:03.915019,PK,Normal transaction
TXN-00009011,CUST-001927,25535.4,TRANSFER,2025-09-04T06:28:03.915019,PK,Normal transaction
TXN-00001620,CUST-002455,15377.41,DEPOSIT,2025-09-04T06:33:03.915019,PK,Normal transaction
TXN-00087429,CUST-000532,6329.46,TRANSFER,2025-09-04T06:35:03.915019,PK,Normal transaction
TXN-00005040,CUST-000303,10178.97,WITHDRAWAL,2025-09-04T06:43:03.915019,PK,Normal transaction
TXN-00017475,CUST-007558,27794.43,WITHDRAWAL,2025-09-04T06:45:03.915019,PK,Normal transaction
TXN-00063898,CUST-001628,25989.45,WITHDRAWAL,2025-09-04T06:47:03.915019,PK,Normal transaction
TXN-00074597,CUST-009484,31843.37,TRANSFER,2025-09-04T06:47:03.915019,PK,Normal transaction
TXN-00071251,CUST-002434,44166.67,WITHDRAWAL,2025-09-04T06:53:03.915019,PK,Normal transaction
TXN-00024961,CUST-009387,11265.03,DEPOSIT,2025-09-04T06:54:03.915019,PK,Normal transaction
TXN-00069310,CUST-002771,17078.87,DEPOSIT,2025-09-04T07:03:03.915019,PK,Normal transaction
TXN-00000675,CUST-009819,5515.36,WITHDRAWAL,2025-09-04T07:12:03.915019,PK,Normal transaction
TXN-00010788,CUST-002493,41260.68,DEPOSIT,2025-09-04T07:24:03.915019,PK,Normal transaction
TXN-00047367,CUST-006128,4919.08,WITHDRAWAL,2025-09-04T07:24:03.915019,PK,Normal transaction
TXN-00073108,CUST-008468,8412.21,TRANSFER,2025-09-04T07:24:03.915019,PK,Normal transaction
TXN-00047884,CUST-006784,49061.84,TRANSFER,2025-09-04T07:25:03.915019,PK,Normal transaction
TXN-00047898,CUST-006068,31657.58,WITHDRAWAL,2025-09-04T07:27:03.915019,PK,Normal transaction
TXN-00050658,CUST-001995,46262.04,TRANSFER,2025-09-04T07:31:03.915019,PK,Normal transaction
TXN-00048345,CUST-000759,22345.18,TRANSFER,2025-09-04T07:33:03.915019,PK,Normal transaction
TXN-00002948,CUST-002610,5751.56,TRANSFER,2025-09-04T07:35:03.915019,PK,Normal transaction
TXN-00064520,CUST-003261,9734.03,WITHDRAWAL,2025-09-04T07:35:03.915019,PK,Normal transaction
TXN-00005959,CUST-006284,42331.62,WITHDRAWAL,2025-09-04T07:37:03.915019,PK,Normal transaction
TXN-00000768,CUST-001967,30126.15,TRANSFER,2025-09-04T07:45:03.915019,PK,Normal transaction
TXN-00021303,CUST-009977,31909.23,DEPOSIT,2025-09-04T07:48:03.915019,PK,Normal transaction
TXN-00066220,CUST-007020,10438.97,TRANSFER,2025-09-04T07:49:03.915019,PK,Normal transaction
TXN-00087994,CUST-007854,48153.2,WITHDRAWAL,2025-09-04T07:51:03.915019,PK,Normal transaction
TXN-00057003,CUST-007121,11224.5,DEPOSIT,2025-09-04T07:59:03.915019,PK,Normal transaction
TXN-00057663,CUST-004885,31551.9,DEPOSIT,2025-09-04T08:07:03.915019,PK,Normal transaction
TXN-00086292,CUST-004154,33116.29,WITHDRAWAL,2025-09-04T08:14:03.915019,PK,Normal transaction
TXN-00099233,CUST-008793,919512.77,CASH_DEPOSIT,2025-09-04T08:14:03.915019,PK,Structuring risk
TXN-00088779,CUST-002570,47619.49,WITHDRAWAL,2025-09-04T08:18:03.915019,PK,Normal transaction
TXN-00023056,CUST-001844,48565.67,TRANSFER,2025-09-04T08:32:03.915019,PK,Normal transaction
TXN-00058527,CUST-008522,45856.74,WITHDRAWAL,2025-09-04T08:41:03.915019,PK,Normal transaction
TXN-00064360,CUST-005949,47456.3,WITHDRAWAL,2025-09-04T08:52:03.915019,PK,Normal transaction
TXN-00014563,CUST-007033,3516.47,TRANSFER,2025-09-04T08:56:03.915019,PK,Normal transaction
TXN-00066034,CUST-005266,13502.04,TRANSFER,2025-09-04T09:04:03.915019,PK,Normal transaction
TXN-00090992,CUST-003188,954694.36,CASH_DEPOSIT,2025-09-04T09:14:03.915019,PK,Structuring risk
TXN-00085482,CUST-007308,1869.68,TRANSFER,2025-09-04T09:41:03.915019,PK,Normal transaction
TXN-00001962,CUST-006631,26310.08,DEPOSIT,2025-09-04T09:47:03.915019,PK,Normal transaction
TXN-00013764,CUST-000842,30635.57,WITHDRAWAL,2025-09-04T09:48:03.915019,PK,Normal transaction
TXN-00026396,CUST-005472,8382.42,DEPOSIT,2025-09-04T09:49:03.915019,PK,Normal transaction
TXN-00007423,CUST-006180,25261.67,WITHDRAWAL,2025-09-04T09:51:03.915019,PK,Normal transaction
TXN-00075334,CUST-008952,30973.97,WITHDRAWAL,2025-09-04T09:52:03.915019,PK,Normal transaction
TXN-00060733,CUST-008243,29742.25,WITHDRAWAL,2025-09-04T09:59:03.915019,PK,Normal transaction
TXN-00076985,CUST-007063,45774.54,DEPOSIT,2025-09-04T10:00:03.915019,PK,Normal transaction
TXN-00083210,CUST-005912,47390.36,DEPOSIT,2025-09-04T10:03:03.915019,PK,Normal transaction
TXN-00024462,CUST-006410,39980.57,TRANSFER,2025-09-04T10:07:03.915019,PK,Normal transaction
TXN-00074900,CUST-002280,9986.48,TRANSFER,2025-09-04T10:14:03.915019,PK,Normal transaction
TXN-00083595,CUST-009028,37672.95,TRANSFER,2025-09-04T10:17:03.915019,PK,Normal transaction
TXN-00045161,CUST-001185,39967.7,DEPOSIT,2025-09-04T10:31:03.915019,PK,Normal transaction
TXN-00024133,CUST-008628,4629.03,TRANSFER,2025-09-04T10:41:03.915019,PK,Normal transaction
TXN-00007311,CUST-005969,4520.02,WITHDRAWAL,2025-09-04T10:47:03.915019,PK,Normal transaction
TXN-00036914,CUST-001652,27767.74,DEPOSIT,2025-09-04T10:50:03.915019,PK,Normal transaction
TXN-00026826,CUST-002659,11600.23,WITHDRAWAL,2025-09-04T10:52:03.915019,PK,Normal transaction
TXN-00070770,CUST-005552,30536.96,DEPOSIT,2025-09-04T10:59:03.915019,PK,Normal transaction
TXN-00080280,CUST-008733,12441.62,TRANSFER,2025-09-04T11:07:03.915019,PK,Normal transaction
TXN-00025329,CUST-000737,17980.8,DEPOSIT,2025-09-04T11:17:03.915019,PK,Normal transaction
TXN-00064544,CUST-007037,44113.36,WITHDRAWAL,2025-09-04T11:46:03.915019,PK,Normal transaction
TXN-00003670,CUST-004187,24241.73,DEPOSIT,2025-09-04T11:49:03.915019,PK,Normal transaction
TXN-00059597,CUST-009846,22860.94,WITHDRAWAL,2025-09-04T11:49:03.915019,PK,Normal transaction
TXN-00089947,CUST-000107,32952.77,TRANSFER,2025-09-04T11:50:03.915019,PK,Normal transaction
TXN-00025254,CUST-003679,13587.73,DEPOSIT,2025-09-04T11:59:03.915019,PK,Normal transaction
TXN-00038697,CUST-003244,4284.4,TRANSFER,2025-09-04T12:00:03.915019,PK,Normal transaction
TXN-00012229,CUST-006394,23096.41,DEPOSIT,2025-09-04T12:15:03.915019,PK,Normal transaction
TXN-00068456,CUST-007758,7505.62,TRANSFER,2025-09-04T12:16:03.915019,PK,Normal transaction
TXN-00035906,CUST-009444,15310.47,DEPOSIT,2025-09-04T12:18:03.915019,PK,Normal transaction
TXN-00037332,CUST-005747,23914.42,DEPOSIT,2025-09-04T12:18:03.915019,PK,Normal transaction
TXN-00025241,CUST-003253,45249.02,TRANSFER,2025-09-04T12:19:03.915019,PK,Normal transaction
TXN-00019401,CUST-002051,23539.5,TRANSFER,2025-09-04T12:24:03.915019,PK,Normal transaction
TXN-00035271,CUST-002224,26164.33,DEPOSIT,2025-09-04T12:35:03.915019,PK,Normal transaction
TXN-00000957,CUST-009395,44676.41,WITHDRAWAL,2025-09-04T12:40:03.915019,PK,Normal transaction
TXN-00030415,CUST-001265,6185.19,WITHDRAWAL,2025-09-04T12:43:03.915019,PK,Normal transaction
TXN-00024986,CUST-006365,2098.51,TRANSFER,2025-09-04T12:44:03.915019,PK,Normal transaction
TXN-00042145,CUST-008431,30787.43,TRANSFER,2025-09-04T12:45:03.915019,PK,Normal transaction
TXN-00055387,CUST-005056,34451.35,TRANSFER,2025-09-04T12:54:03.915019,PK,Normal transaction
TXN-00002727,CUST-009746,15826.28,WITHDRAWAL,2025-09-04T12:57:03.915019,PK,Normal transaction
TXN-00072932,CUST-007170,8686.81,WITHDRAWAL,2025-09-04T13:00:03.915019,PK,Normal transaction
TXN-00086578,CUST-001520,9953.78,DEPOSIT,2025-09-04T13:07:03.915019,PK,Normal transaction
TXN-00052533,CUST-000928,17110.74,DEPOSIT,2025-09-04T13:17:03.915019,PK,Normal transaction
TXN-00004108,CUST-004324,2136.58,TRANSFER,2025-09-04T13:19:03.915019,PK,Normal transaction
TXN-00054470,CUST-000914,48377.86,DEPOSIT,2025-09-04T13:20:03.915019,PK,Normal transaction
TXN-00080811,CUST-004757,18212.23,TRANSFER,2025-09-04T13:20:03.915019,PK,Normal transaction
TXN-00076242,CUST-006669,10297.77,DEPOSIT,2025-09-04T13:21:03.915019,PK,Normal transaction
TXN-00077055,CUST-008397,43500.42,WITHDRAWAL,2025-09-04T13:24:03.915019,PK,Normal transaction
TXN-00002941,CUST-005200,48563.8,TRANSFER,2025-09-04T13:27:03.915019,PK,Normal transaction
TXN-00005239,CUST-009426,8699.45,TRANSFER,2025-09-04T13:30:03.915019,PK,Normal transaction
TXN-00080306,CUST-004651,32739.29,DEPOSIT,2025-09-04T13:39:03.915019,PK,Normal transaction
TXN-00043261,CUST-005544,3416.92,WITHDRAWAL,2025-09-04T13:42:03.915019,PK,Normal transaction
TXN-00086027,CUST-000836,30722.02,WITHDRAWAL,2025-09-04T13:43:03.915019,PK,Normal transaction
TXN-00089309,CUST-000805,5790.86,TRANSFER,2025-09-04T13:45:03.915019,PK,Normal transaction
TXN-00055942,CUST-005957,20061.79,DEPOSIT,2025-09-04T13:55:03.915019,PK,Normal transaction
TXN-00073012,CUST-002455,30500.92,DEPOSIT,2025-09-04T13:56:03.915019,PK,Normal transaction
TXN-00035223,CUST-009167,29363.23,DEPOSIT,2025-09-04T14:05:03.915019,PK,Normal transaction
TXN-00099234,CUST-008793,997481.13,CASH_DEPOSIT,2025-09-04T14:14:03.915019,PK,Structuring risk
TXN-00079030,CUST-003601,39180.62,TRANSFER,2025-09-04T14:17:03.915019,PK,Normal transaction
TXN-00061331,CUST-001205,6440.69,DEPOSIT,2025-09-04T14:21:03.915019,PK,Normal transaction
TXN-00072265,CUST-003284,21281.74,DEPOSIT,2025-09-04T14:32:03.915019,PK,Normal transaction
TXN-00056502,CUST-004058,15037.68,DEPOSIT,2025-09-04T14:37:03.915019,PK,Normal transaction
TXN-00052205,CUST-007372,18580.45,TRANSFER,2025-09-04T14:44:03.915019,PK,Normal transaction
TXN-00038447,CUST-003944,42068.82,DEPOSIT,2025-09-04T14:47:03.915019,PK,Normal transaction
TXN-00050857,CUST-000627,22883.49,WITHDRAWAL,2025-09-04T14:56:03.915019,PK,Normal transaction
